@RELATION api/public/arff/dance_01012013_30062018.arff 

@ATTRIBUTE duration_ms numeric 
@ATTRIBUTE tempo numeric 
@ATTRIBUTE time_signature numeric 
@ATTRIBUTE mode numeric 
@ATTRIBUTE key numeric 
@ATTRIBUTE loudness numeric 
@ATTRIBUTE danceability numeric 
@ATTRIBUTE energy numeric 
@ATTRIBUTE beatdiff_mean numeric 
@ATTRIBUTE beatdiff_variance numeric 
@ATTRIBUTE beatdiff_skewness numeric 
@ATTRIBUTE beatdiff_kurtosis numeric 
@ATTRIBUTE beatdiff_standard_deviation numeric 
@ATTRIBUTE beatdiff_80th_percentile numeric 
@ATTRIBUTE beatdiff_min numeric 
@ATTRIBUTE beatdiff_max numeric 
@ATTRIBUTE beatdiff_range numeric 
@ATTRIBUTE beatdiff_median numeric 
@ATTRIBUTE timbre_1_mean numeric 
@ATTRIBUTE timbre_1_variance numeric 
@ATTRIBUTE timbre_1_skewness numeric 
@ATTRIBUTE timbre_1_kurtosis numeric 
@ATTRIBUTE timbre_1_standard_deviation numeric 
@ATTRIBUTE timbre_1_80th_percentile numeric 
@ATTRIBUTE timbre_1_min numeric 
@ATTRIBUTE timbre_1_max numeric 
@ATTRIBUTE timbre_1_range numeric 
@ATTRIBUTE timbre_1_median numeric 
@ATTRIBUTE timbre_2_mean numeric 
@ATTRIBUTE timbre_2_variance numeric 
@ATTRIBUTE timbre_2_skewness numeric 
@ATTRIBUTE timbre_2_kurtosis numeric 
@ATTRIBUTE timbre_2_standard_deviation numeric 
@ATTRIBUTE timbre_2_80th_percentile numeric 
@ATTRIBUTE timbre_2_min numeric 
@ATTRIBUTE timbre_2_max numeric 
@ATTRIBUTE timbre_2_range numeric 
@ATTRIBUTE timbre_2_median numeric 
@ATTRIBUTE timbre_3_mean numeric 
@ATTRIBUTE timbre_3_variance numeric 
@ATTRIBUTE timbre_3_skewness numeric 
@ATTRIBUTE timbre_3_kurtosis numeric 
@ATTRIBUTE timbre_3_standard_deviation numeric 
@ATTRIBUTE timbre_3_80th_percentile numeric 
@ATTRIBUTE timbre_3_min numeric 
@ATTRIBUTE timbre_3_max numeric 
@ATTRIBUTE timbre_3_range numeric 
@ATTRIBUTE timbre_3_median numeric 
@ATTRIBUTE timbre_4_mean numeric 
@ATTRIBUTE timbre_4_variance numeric 
@ATTRIBUTE timbre_4_skewness numeric 
@ATTRIBUTE timbre_4_kurtosis numeric 
@ATTRIBUTE timbre_4_standard_deviation numeric 
@ATTRIBUTE timbre_4_80th_percentile numeric 
@ATTRIBUTE timbre_4_min numeric 
@ATTRIBUTE timbre_4_max numeric 
@ATTRIBUTE timbre_4_range numeric 
@ATTRIBUTE timbre_4_median numeric 
@ATTRIBUTE timbre_5_mean numeric 
@ATTRIBUTE timbre_5_variance numeric 
@ATTRIBUTE timbre_5_skewness numeric 
@ATTRIBUTE timbre_5_kurtosis numeric 
@ATTRIBUTE timbre_5_standard_deviation numeric 
@ATTRIBUTE timbre_5_80th_percentile numeric 
@ATTRIBUTE timbre_5_min numeric 
@ATTRIBUTE timbre_5_max numeric 
@ATTRIBUTE timbre_5_range numeric 
@ATTRIBUTE timbre_5_median numeric 
@ATTRIBUTE timbre_6_mean numeric 
@ATTRIBUTE timbre_6_variance numeric 
@ATTRIBUTE timbre_6_skewness numeric 
@ATTRIBUTE timbre_6_kurtosis numeric 
@ATTRIBUTE timbre_6_standard_deviation numeric 
@ATTRIBUTE timbre_6_80th_percentile numeric 
@ATTRIBUTE timbre_6_min numeric 
@ATTRIBUTE timbre_6_max numeric 
@ATTRIBUTE timbre_6_range numeric 
@ATTRIBUTE timbre_6_median numeric 
@ATTRIBUTE timbre_7_mean numeric 
@ATTRIBUTE timbre_7_variance numeric 
@ATTRIBUTE timbre_7_skewness numeric 
@ATTRIBUTE timbre_7_kurtosis numeric 
@ATTRIBUTE timbre_7_standard_deviation numeric 
@ATTRIBUTE timbre_7_80th_percentile numeric 
@ATTRIBUTE timbre_7_min numeric 
@ATTRIBUTE timbre_7_max numeric 
@ATTRIBUTE timbre_7_range numeric 
@ATTRIBUTE timbre_7_median numeric 
@ATTRIBUTE timbre_8_mean numeric 
@ATTRIBUTE timbre_8_variance numeric 
@ATTRIBUTE timbre_8_skewness numeric 
@ATTRIBUTE timbre_8_kurtosis numeric 
@ATTRIBUTE timbre_8_standard_deviation numeric 
@ATTRIBUTE timbre_8_80th_percentile numeric 
@ATTRIBUTE timbre_8_min numeric 
@ATTRIBUTE timbre_8_max numeric 
@ATTRIBUTE timbre_8_range numeric 
@ATTRIBUTE timbre_8_median numeric 
@ATTRIBUTE timbre_9_mean numeric 
@ATTRIBUTE timbre_9_variance numeric 
@ATTRIBUTE timbre_9_skewness numeric 
@ATTRIBUTE timbre_9_kurtosis numeric 
@ATTRIBUTE timbre_9_standard_deviation numeric 
@ATTRIBUTE timbre_9_80th_percentile numeric 
@ATTRIBUTE timbre_9_min numeric 
@ATTRIBUTE timbre_9_max numeric 
@ATTRIBUTE timbre_9_range numeric 
@ATTRIBUTE timbre_9_median numeric 
@ATTRIBUTE timbre_10_mean numeric 
@ATTRIBUTE timbre_10_variance numeric 
@ATTRIBUTE timbre_10_skewness numeric 
@ATTRIBUTE timbre_10_kurtosis numeric 
@ATTRIBUTE timbre_10_standard_deviation numeric 
@ATTRIBUTE timbre_10_80th_percentile numeric 
@ATTRIBUTE timbre_10_min numeric 
@ATTRIBUTE timbre_10_max numeric 
@ATTRIBUTE timbre_10_range numeric 
@ATTRIBUTE timbre_10_median numeric 
@ATTRIBUTE timbre_11_mean numeric 
@ATTRIBUTE timbre_11_variance numeric 
@ATTRIBUTE timbre_11_skewness numeric 
@ATTRIBUTE timbre_11_kurtosis numeric 
@ATTRIBUTE timbre_11_standard_deviation numeric 
@ATTRIBUTE timbre_11_80th_percentile numeric 
@ATTRIBUTE timbre_11_min numeric 
@ATTRIBUTE timbre_11_max numeric 
@ATTRIBUTE timbre_11_range numeric 
@ATTRIBUTE timbre_11_median numeric 
@ATTRIBUTE timbre_12_mean numeric 
@ATTRIBUTE timbre_12_variance numeric 
@ATTRIBUTE timbre_12_skewness numeric 
@ATTRIBUTE timbre_12_kurtosis numeric 
@ATTRIBUTE timbre_12_standard_deviation numeric 
@ATTRIBUTE timbre_12_80th_percentile numeric 
@ATTRIBUTE timbre_12_min numeric 
@ATTRIBUTE timbre_12_max numeric 
@ATTRIBUTE timbre_12_range numeric 
@ATTRIBUTE timbre_12_median numeric 
@ATTRIBUTE hit {hit,non-hit} 

@DATA 
240347, 128.062, 4, 0, 9, -4.175, 0.665, 0.886, 0.469229, 0.000011, 2.842631, 12.238747, 0.003302, 0.47006, 0.45932, 0.49022, 0.0309, 0.468595, 52.441931, 28.285884, -2.279384, 10.389455, 5.318447, 56.27, 1.286, 58.035, 56.749, 54.282, 53.847511, 1514.451738, -1.034064, 2.341798, 38.915957, 85.23, -153.474, 187.472, 340.946, 59.182, 19.458712, 1268.776202, 1.537063, 3.46854, 35.619885, 38.49, -60.572, 171.78, 232.352, 12.225, -1.204745, 807.934046, 3.087913, 39.677608, 28.424181, 18.192, -102.76, 387.416, 490.176, -4.927, 24.136082, 592.025557, 0.495731, -0.265961, 24.331575, 45.622, -40.287, 96.53, 136.817, 19.408, -28.424214, 499.259761, 0.310479, 0.369409, 22.344121, -10.889, -109.073, 42.326, 151.399, -29.31, -9.827763, 332.514549, -0.395072, -0.185413, 18.234981, 6.162, -70.616, 40.241, 110.857, -7.526, 2.011405, 310.50035, -0.220481, 2.846184, 17.62102, 14.87, -95.19, 76.181, 171.371, 2.857, -14.902598, 126.449866, -0.476341, 0.769251, 11.244993, -5.915, -59.145, 24.345, 83.49, -13.671, 0.160617, 148.298478, 0.146568, 0.96438, 12.177786, 9.56, -45.541, 50.908, 96.449, -0.434, -9.953929, 168.437753, -0.50092, 4.058658, 12.978357, 0.059, -105.393, 37.418, 142.811, -9.855, 0.974501, 110.597639, -0.33357, 0.417272, 10.516541, 10.177, -33.396, 35.445, 68.841, 1.297, hit 
212560, 127.934, 4, 0, 8, -3.942, 0.573, 0.929, 0.468995, 0.000036, 0.638972, 9.333011, 0.00599, 0.47051, 0.43773, 0.50726, 0.06953, 0.46876, 52.175252, 28.615276, -3.733188, 26.607551, 5.349325, 55.896, 0.005, 60.312, 60.307, 53.096, 48.354197, 2313.149633, -0.479116, -0.3369, 48.095214, 89.2465, -98.67, 180.876, 279.546, 58.494, 22.242961, 1253.320967, -0.218999, 0.630197, 35.402273, 50.459, -98.387, 136.497, 234.884, 23.594, -9.698153, 931.848139, 2.119314, 33.333572, 30.526188, 10.716, -143.45, 388.864, 532.314, -10.406, 15.866856, 624.976285, 0.24267, 0.193139, 24.999526, 35.881, -50.743, 102.414, 153.157, 14.7105, -31.482632, 553.753006, -0.970532, 2.660419, 23.531957, -13.6255, -129.015, 40.95, 169.965, -29.452, -10.848556, 450.052911, 0.022498, 0.549095, 21.214451, 7.616, -113.632, 65.001, 178.633, -12.0855, -0.327595, 274.783415, 0.349316, 2.379394, 16.576592, 11.0255, -68.264, 98.044, 166.308, -0.594, -14.358705, 237.381484, -0.052281, 0.821029, 15.407189, -2.4015, -75.675, 39.328, 115.003, -14.2765, -0.890702, 153.350022, -0.342895, 1.339136, 12.383458, 8.9565, -64.172, 46.937, 111.109, -0.067, -6.492876, 218.583658, -0.753932, 2.604172, 14.784575, 4.8965, -108.271, 48.946, 157.217, -4.1185, 7.479168, 187.505697, -0.140277, 0.025743, 13.693272, 18.2535, -34.78, 46.696, 81.476, 8.1525, hit 
255632, 121.985, 4, 1, 1, -5.456, 0.503, 0.727, 0.444979, 0.005368, -0.950782, -1.075812, 0.073267, 0.49289, 0.29481, 0.50014, 0.20533, 0.490535, 49.800332, 22.105956, -1.592651, 4.110388, 4.701697, 53.409, 22.139, 57.804, 35.665, 50.677, 31.65772, 3281.399996, -0.234977, 0.040958, 57.283505, 85.445, -200.443, 185.41, 385.853, 31.07, 1.538248, 3263.572558, 0.13411, 0.816898, 57.127686, 46.664, -174.138, 245.547, 419.685, 5.377, 1.305729, 2821.312929, 1.565921, 7.803787, 53.116033, 33.74, -156.336, 427.119, 583.455, -2.634, 25.484218, 1196.486049, 1.087322, 2.660807, 34.590259, 49.013, -45.184, 211.47, 256.654, 21.111, -32.419779, 1032.868716, -0.18427, 3.658891, 32.138275, -9.755, -255.536, 143.389, 398.925, -30.701, 8.652957, 739.792734, 0.080327, 0.643157, 27.199131, 31.692, -83.809, 103.722, 187.531, 7.489, 1.329547, 470.311322, -0.291389, 2.252658, 21.686662, 17.602, -119.604, 81.777, 201.381, 1.644, -8.465064, 224.462958, -0.087104, 0.227157, 14.982088, 3.83, -62.01, 46.698, 108.708, -8.25, 1.52499, 323.271211, 0.370341, 2.133184, 17.979744, 13.706, -69.536, 89.334, 158.87, 1.07, -9.647969, 467.42348, -0.420156, 2.784836, 21.619979, 4.938, -142.231, 86.208, 228.439, -7.154, 3.530949, 237.30974, -0.045914, 0.271916, 15.404861, 15.938, -54.766, 57.033, 111.799, 4.008, hit 
174034, 125.06, 4, 1, 0, -3.977, 0.755, 0.925, 0.478363, 0.000038, -2.211877, 6.626178, 0.006163, 0.48212, 0.44857, 0.49252, 0.04395, 0.4797, 52.274284, 13.056553, -1.621986, 3.65335, 3.613385, 54.83, 34.188, 58.675, 24.487, 53.1975, 70.060481, 2068.810845, -0.224638, 0.218066, 45.484182, 105.68, -56.328, 224.225, 280.553, 74.703, 12.082738, 2173.277972, 0.006634, 0.785757, 46.61843, 47.581, -130.424, 179.668, 310.092, 10.6915, 5.559233, 1933.564388, 0.641465, 9.468484, 43.972314, 33.893, -270.01, 390.352, 660.362, 3.5775, 25.428248, 1076.860852, 0.155906, -0.187687, 32.815558, 54.192, -62.844, 127.849, 190.693, 24.3165, -24.336882, 1402.861345, 0.942197, 10.238914, 37.454791, 0.902, -142.288, 327.658, 469.946, -23.674, 3.153962, 550.210741, -0.319841, 1.873655, 23.456571, 19.634, -102.608, 102.017, 204.625, 5.255, 6.814902, 607.535879, 0.184736, 1.880153, 24.648243, 24.551, -72.52, 120.411, 192.931, 7.4335, -12.720782, 281.875997, -0.537581, 0.812696, 16.789163, 1.299, -91.817, 35.531, 127.348, -11.0535, 7.870317, 444.939285, 0.472784, 0.583066, 21.093584, 25.025, -47.933, 85.698, 133.631, 5.8425, -16.363289, 401.762207, -0.425254, 4.097153, 20.044007, -1.522, -164.35, 59.511, 223.861, -15.718, 2.865974, 136.205201, -0.59209, 2.05382, 11.670698, 12.419, -61.877, 46.962, 108.839, 3.733, hit 
232615, 129.978, 4, 0, 6, -3.376, 0.755, 0.931, 0.4612906986027944, 0.000007923734641694663, -2.2064550666339193, 13.52823024955292, 0.002814912901262606, 0.46315, 0.43974, 0.47113, 0.031389999999999973, 0.46143, 53.38429713114754, 11.715810450647504, -5.660739030958342, 69.0194685439113, 3.422836608815487, 55.878, 4.24, 58.362, 54.122, 53.754000000000005, 29.629175204918035, 1446.3004449928687, -0.051392744015887136, 0.6517395419432448, 38.0302569672211, 61.155, -113.116, 186.89, 300.006, 30.6895, 8.034598360655737, 2103.5716896972904, -0.2121811396954811, -0.301402836766766, 45.864710722921714, 48.753, -162.201, 127.515, 289.716, 10.339500000000001, 3.6622346311475407, 1463.1146050873679, 1.0207028419884858, 10.974579040321213, 38.25068110618905, 27.132, -160.116, 367.675, 527.791, 4.516, 11.07305737704918, 457.2925845069536, 0.3299466389329123, 1.451368921253253, 21.384400494448133, 27.291, -68.74, 125.945, 194.685, 10.739, -16.657872950819673, 811.1474105699231, -0.05895372787611846, 3.7763357329145224, 28.480649756807217, 4.591, -230.095, 107.562, 337.657, -17.3095, -0.815530737704918, 528.2557384375802, -0.12755853098128736, 0.10460407360750978, 22.983814705952977, 19.52, -89.699, 69.913, 159.612, -0.6285000000000001, 4.801218237704918, 617.077354598889, 0.26887088849658514, 1.714228743029946, 24.841041737392757, 23.781, -111.175, 112.62, 223.79500000000002, 3.9000000000000004, -2.087626024590164, 297.55420348206854, -0.3207644590723059, 0.5336386830063665, 17.249759519543122, 11.367, -81.692, 53.835, 135.527, -0.404, 4.191524590163934, 322.5548644871001, 0.1836536720018018, 1.1681878655058584, 17.95981248474215, 17.504, -85.27, 79.591, 164.861, 4.041, -11.413611680327868, 336.53852960023266, -0.6025064242903291, 0.8681705679335092, 18.344986497684665, 2.892, -86.08, 44.031, 130.111, -9.143, -1.6185348360655738, 202.9466647856715, -0.011720050698377409, 0.08539407857915847, 14.245935026725045, 10.372, -48.75, 37.684, 86.434, -1.978, hit 
147692, 130.022, 4, 1, 8, -4.344, 0.751, 0.813, 0.461638, 0.000005, 0.879718, 4.861117, 0.002272, 0.46317, 0.4557, 0.47411, 0.01841, 0.46161, 52.343121, 32.704831, -4.605996, 31.079325, 5.718814, 55.538, 0.89, 58.514, 57.624, 54.046, 112.888344, 5089.423351, -0.552471, 5.094608, 71.340195, 146.957, -227.243, 317.562, 544.805, 110.744, 49.271286, 4386.12493, 1.23137, 2.100771, 66.227826, 90.33, -121.238, 295.556, 416.794, 35.037, 20.917301, 2194.332814, 1.201341, 3.452017, 46.843706, 37.77, -112.829, 267.803, 380.632, 14.286, 16.982221, 2067.793469, 0.414492, -0.62048, 45.472997, 60.452, -73.292, 139.162, 212.454, 9.324, -21.569501, 826.55512, 1.328989, 3.2893, 28.749872, -6.717, -85.994, 111.01, 197.004, -24.708, 1.052906, 1422.753409, -0.597532, 0.268959, 37.719404, 32.151, -131.72, 88.677, 220.397, 7.179, 15.706255, 484.160186, 0.418637, 0.799518, 22.00364, 33.415, -56.167, 95.292, 151.459, 14.083, -13.059769, 166.836544, 0.126329, 0.479743, 12.916522, -2.889, -56.643, 36.281, 92.924, -13.183, 6.111645, 233.462184, 0.360962, 0.994387, 15.279469, 17.196, -41.4, 59.634, 101.034, 4.842, -12.678127, 358.271099, -0.802858, 2.639404, 18.928051, 1.508, -99.687, 44.419, 144.106, -11.467, 7.43898, 586.962764, 0.21454, -0.664608, 24.227314, 30.143, -49.801, 60.124, 109.925, 6.427, hit 
245041, 126.057, 4, 0, 0, -3.641, 0.599, 0.803, 0.47676047619047623, 0.00004801771167800452, 0.6739989871601231, 3.248273166666826, 0.0069294813426406246, 0.47891, 0.45531, 0.50407, 0.048760000000000026, 0.47596499999999997, 51.570354721549634, 54.124173025504405, -2.7164355035693237, 10.6324421287801, 7.3569132810917655, 56.519, 0, 59.812, 59.812, 53.569500000000005, 66.21693341404358, 7909.130642960458, -1.0935628726687485, 0.8370360676837276, 88.9332932200335, 139.284, -228.013, 235.699, 463.712, 89.233, 23.52628450363196, 2732.2958567604646, 0.5219022942510336, 1.6920469729804737, 52.271367465950846, 63.149, -116.777, 258.027, 374.804, 22.317500000000003, -12.656841404358353, 1670.8246068864682, 0.2221032326956686, 0.5243962877436746, 40.87572148459851, 15.379, -161.876, 123.75, 285.626, -11.008500000000002, 29.58146731234867, 714.2427576339187, 0.2071897652484665, -0.1212076888215688, 26.725320533791894, 53.089, -47.342, 132.976, 180.31799999999998, 26.909, -25.585519370460048, 990.4317453949051, 0.8156783844676642, 3.909563361180481, 31.471125581950595, -12.456, -128.811, 113.071, 241.882, -27.8705, 8.08760411622276, 728.2368912076831, 0.7711667782133074, 2.1872404432843204, 26.98586465555038, 30.41, -60.509, 136.112, 196.62099999999998, 4.047, 2.7254491525423727, 329.58133478494506, -0.09170664013346806, 1.0770969557916554, 18.15437508659951, 17.166, -77.908, 85.629, 163.537, 2.8435, -3.744679176755448, 251.30249169973598, -0.05528887378705764, 0.5058490635834065, 15.85252319663138, 9.488, -67.519, 44.895, 112.41400000000002, -4.484, -0.14302300242130755, 250.69079132513696, -0.015873891431260424, 0.6442073625351866, 15.833217971250725, 11.04, -53.813, 57.82, 111.63300000000001, 0.23099999999999998, -9.6548196125908, 381.5894405812617, -0.8317940543471704, 2.0348775393539063, 19.53431443847625, 4.849, -90.723, 66.98, 157.703, -6.9365, 11.09642372881356, 213.20909805289966, 0.2527347202731494, -0.10156803331873394, 14.601681343355622, 23.407, -29.74, 55.678, 85.41799999999999, 10.0025, hit 
245187, 179.911, 4, 1, 1, -6.849, 0.389, 0.706, 0.333328, 0.000048, -1.079959, 6.80439, 0.006925, 0.336385, 0.29469, 0.35716, 0.06247, 0.33333, 47.381778, 66.52608, -1.857381, 3.600186, 8.156352, 53.266, 0.05, 56.755, 56.705, 50.001, 31.051322, 5007.291642, -1.44724, 2.095366, 70.762219, 84.127, -232.296, 169.809, 402.105, 51.055, 2.733788, 1833.149856, 0.057161, 0.953795, 42.815299, 36.258, -153.224, 170.372, 323.596, 2.375, -15.078796, 930.9024, 0.323444, 7.169554, 30.510693, 8.172, -163.661, 237.947, 401.608, -13.236, 2.498474, 768.97058, -0.153919, 0.121696, 27.730319, 23.353, -78.493, 76.491, 154.984, 4.496, -30.673874, 538.993261, 0.145262, 0.491613, 23.216228, -12.865, -97.113, 61.714, 158.827, -31.189, 16.417684, 731.983703, 0.147493, -0.306155, 27.055197, 38.887, -57.553, 86.004, 143.557, 15.983, 5.23264, 357.14413, -0.415528, 4.496687, 18.898257, 19.802, -122.6, 120.763, 243.363, 5.569, -21.572474, 249.45987, 0.231586, 0.283993, 15.794299, -9.043, -69.477, 41.635, 111.112, -22.139, -1.689396, 200.77619, 0.181442, 0.913689, 14.169552, 9.208, -43.955, 59.318, 103.273, -1.82, -8.331118, 204.624307, -0.679853, 3.848478, 14.304695, 2.778, -111.425, 45.144, 156.569, -7.558, 2.563521, 225.740873, -0.11619, 0.131909, 15.024675, 15.038, -43.843, 45.575, 89.418, 3.036, hit 
215253, 110.026, 4, 1, 7, -2.302, 0.716, 0.972, 0.545711, 0.000028, 2.106915, 12.542465, 0.005286, 0.547795, 0.52722, 0.5762, 0.04898, 0.54548, 53.098106, 35.319504, -3.53508, 20.908672, 5.943021, 56.611, 0, 59.323, 59.323, 54.965, 92.725625, 2751.666586, 0.036376, 1.31297, 52.45633, 129.99, -67.556, 290.679, 358.235, 98.2795, 12.07092, 3658.501239, 0.819833, 0.709351, 60.485546, 59.168, -129.702, 213.608, 343.31, 1.181, 3.174052, 1591.76644, 0.44682, 1.482938, 39.896948, 33.795, -130.077, 181.72, 311.797, 0.259, 31.199649, 1278.725695, 0.379965, -0.110355, 35.759274, 63.092, -52.81, 155.339, 208.149, 29.273, -32.121058, 1059.544926, 0.078509, 3.975377, 32.550652, -11.543, -133.481, 129.264, 262.745, -30.2335, -7.072911, 686.595015, -0.049247, 0.627529, 26.202958, 12.473, -103.392, 86.244, 189.636, -5.8345, 7.190717, 480.219916, 0.742044, 0.933062, 21.913921, 22.225, -54.665, 85.59, 140.255, 4.537, -1.301248, 274.930587, 0.288738, -0.007915, 16.581031, 11.281, -51.291, 53.577, 104.868, -2.2335, 10.842129, 215.893635, 0.551002, 1.870361, 14.693319, 21.694, -35.157, 88.89, 124.047, 9.458, -13.910152, 369.211511, -0.499772, 2.010251, 19.214877, 0.523, -105.618, 57.145, 162.763, -12.8835, -7.241136, 307.67445, 0.287548, -0.390321, 17.540651, 8.205, -53.796, 42.138, 95.934, -8.3635, non-hit 
228827, 173.96, 4, 1, 5, -5.307, 0.522, 0.868, 0.3447172171253823, 0.000006261127729614984, -3.656841107556964, 28.484633621976265, 0.002502224556192946, 0.34618, 0.32081, 0.35206, 0.03125, 0.344835, 51.50525792253521, 25.053982684356235, -2.651733033178933, 15.012328650744994, 5.005395357447425, 54.937, 0.12, 58.132, 58.012, 53.5455, 63.818841549295776, 950.672444622779, -0.14989629390195455, -0.31575744097699776, 30.832976577404573, 91.133, -21.635, 170.638, 192.273, 66.0055, 23.624090669014084, 1452.1051850243534, 0.793452039600724, 0.0459197225707027, 38.1064979370232, 54.506, -52.086, 141.167, 193.253, 16.2705, 8.261165492957746, 1266.325613002541, 1.315564852633633, 2.0087898617104383, 35.5854691271949, 25.324, -102.303, 156.283, 258.586, -0.08199999999999999, 21.258629401408452, 467.634448632903, 0.02676986725947659, 0.6232267720571121, 21.624857193352817, 37.046, -55.35, 92.594, 147.944, 21.392, -24.094772007042252, 787.1740032922081, 0.8273379227904331, 1.439857355821717, 28.05662138056199, -6.604, -105.388, 88.527, 193.91500000000002, -27.0595, -1.8990484154929577, 469.24427704783193, -0.21991259975220268, 0.2987658610595874, 21.662046926544868, 15.489, -80.176, 62.736, 142.912, -1.214, 3.717282570422535, 224.38667515342829, -0.08505190641160476, 0.4334380954385866, 14.979541887301771, 15.286, -43.433, 56.048, 99.481, 4.3245000000000005, -10.197117957746478, 227.87972391566353, 0.16793858198442807, 0.005245421461908222, 15.095685606015499, 2.267, -50.274, 41.942, 92.21600000000001, -10.6695, 6.183119718309859, 186.82890623214632, -0.03342523042396441, 0.28323154546826484, 13.668537091881717, 16.666, -31.711, 53.566, 85.277, 6.787, -13.654438380281691, 196.56014281310436, 0.09566124925322354, 0.40909940262022476, 14.019990827853789, -3.083, -67.296, 32.739, 100.035, -13.7985, -8.500235035211267, 197.41420059352635, 0.15333184262750604, 0.5605649560448797, 14.050416385058712, 2.824, -51.933, 43.791, 95.72399999999999, -8.410499999999999, non-hit 
